scaffold,pos,female,male,DP_ratio
11,65469,6.875,7.54545,1.09752
11,65590,7.11111,7.22222,1.0156248461913822
11,71698,9.28571,14.7143,1.5846176544389174
11,71788,9.5,13,1.368421052631579
11,71804,9,14.5714,1.6190444444444445
11,71815,8.71429,14.1429,1.6229549395303575
11,71819,8.5,13.3333,1.5686235294117647
11,71822,8.8,13,1.477272727272727
11,72168,9.14286,13.8571,1.5156198388688003
11,72203,9.66667,15.3333,1.5862029013093444
11,72206,9.28571,14.4286,1.553849947930745
11,72245,9.14286,14.2857,1.562497949219391
11,72254,9.28571,14.4286,1.553849947930745
11,72260,9.14286,14.2857,1.562497949219391
11,72268,9.28571,14.4286,1.553849947930745
11,127072,7,7.7,1.1
11,127118,7,8,1.1428571428571428
11,127119,7,7.8,1.1142857142857143
11,127134,7.6,9,1.1842105263157896
11,160360,26.6923,30.475,1.1417150264308433
11,160379,26.6923,30.45,1.1407784267372987
11,160428,26.4872,30.2,1.1401733667582832
11,160429,26.4615,30.175,1.1403359597906393
11,160430,26.4359,30.025,1.1357661362011506
11,160436,26.4103,29.675,1.123614650344752
11,160437,26.3846,29.65,1.1237615881991767
11,160438,26.359,29.625,1.1239045487309836
11,160440,26.3077,29.5,1.1213447013611983
11,160441,26.2821,29.475,1.1214857260264592
11,160442,26.2564,29.45,1.1216312975122256
11,160445,26.2051,29.45,1.1238270413011207
11,160446,26.1795,29.3,1.1191963177295212
11,160447,26.1282,29.275,1.1204369225587678
11,160449,26.0513,29.45,1.1304618195637068
11,160450,26.0769,29.4,1.1274346260483417
11,160453,25.9487,29.3,1.1291509786617442
11,160454,25.9744,29.275,1.1270712701737096
11,160456,25.9231,29.25,1.1283372744772036
11,160458,25.8974,29.15,1.1255956196374926
11,160460,25.8718,29.025,1.12187787475166
11,160461,25.8205,29,1.1231385914292906
11,160463,25.8974,28.439,1.0981411261362144
11,160467,25.8205,28.3171,1.0966906140469783
11,160469,25.7949,28.2683,1.0958871714951406
11,160473,25.7436,28.2195,1.096175360089498
11,160476,25.7179,28.1951,1.0963220169609493
11,160480,25.6667,28.122,1.0956609147260847
11,160487,25.641,28.0976,1.095807495807496
11,160488,25.5897,28.0732,1.0970507665193416
11,160492,25.5128,28.0488,1.099401084945596
11,160493,25.4103,27.9756,1.1009551244967593
11,160494,25.3846,27.9512,1.1011085461263916
11,160496,25.359,27.7561,1.0945265980519736
11,160497,25.2821,27.5122,1.0882086535533044
11,160498,25.2564,27.4878,1.0883498835938614
11,160499,25.1795,27.4634,1.0907047399670367
11,160591,24.8049,28.4634,1.1474910199194515
11,160592,25.0732,28.7561,1.1468859180320023
11,160593,25.122,28.7805,1.1456293288750896
11,160596,25.4146,29.3659,1.1554736253964257
11,160603,25.5854,29.439,1.1506171488426993
11,160604,26.4103,29.3415,1.11098700128359
11,160612,26.4872,29.3171,1.10684028511885
11,160628,26.5641,29.4878,1.1100620762608182
11,160638,26.641,29.561,1.109605495289216
11,160639,26.6667,29.6098,1.11036611204236
11,160652,26.7436,29.7073,1.1108190370780298
11,160653,26.8205,29.7561,1.1094535896049664
11,160654,26.8462,29.8049,1.110209266115875
11,160703,26.9487,29.8049,1.1059865596485174
11,160712,26.8718,29.8293,1.1100596164008365
11,180766,22.6,23.225,1.0276548672566372
11,180770,22.575,23.25,1.0299003322259137
11,180839,22.475,23.15,1.0300333704115683
11,180842,22.45,23.125,1.0300668151447663
11,180846,20.8158,21.9744,1.0556596431556797
11,180847,22.425,23.025,1.0267558528428093
11,180851,22.325,23,1.0302351623740202
11,180852,22.25,22.925,1.0303370786516854
11,180856,22.075,22.575,1.0226500566251415
11,180876,22.025,22.525,1.0227014755959138
11,180877,22.05,22.55,1.0226757369614512
11,180896,21.725,22.175,1.0207134637514383
11,180897,21.65,22.15,1.023094688221709
11,180898,14.3,12.6667,0.8857832167832168
11,181104,14.3333,14.6364,1.0211465608059553
11,181105,21.0833,21.3947,1.0147699838260613
11,181106,21.1579,22.641,1.070096748732152
11,181107,21.641,22.6,1.0443140335474332
11,181109,21.9231,23.0244,1.0502346839634904
11,181112,21.8,24.0488,1.1031559633027523
11,181114,21.85,24.0976,1.1028649885583524
11,181117,21.875,24.0976,1.1016045714285714
11,181119,21.4103,22.7,1.0602373623909986
11,181120,21.875,24.0976,1.1016045714285714
11,181121,21.9,24.1707,1.1036849315068493
11,181126,22.1707,24.4634,1.1034112590040008
11,181141,22.3415,24.561,1.0993442696327462
11,181167,22.5122,24.6098,1.093176144490543
11,181181,22.5854,24.561,1.087472437946638
11,181199,22.561,24.5366,1.0875670404680644
11,181200,22.6341,24.6098,1.087288648543569
11,181206,21.4324,22.6154,1.0551968048375358
11,181207,22.1707,24.3415,1.097913011316738
11,181211,22.6341,24.6098,1.087288648543569
11,181769,6.22222,5.64706,0.9075635384155494
11,181863,6,5.5625,0.9270833333333334
11,181864,9.29412,8.65385,0.9311102073138716
11,181865,9.22727,8.86667,0.9609201854936508
11,181909,9.35294,8.76923,0.9375907468667606
11,181910,6.22222,5.82353,0.9359247985445709
11,182001,6.22222,5.8125,0.9341521193400426
11,226546,18.8108,19.3333,1.0277765964233314
11,226587,19.0278,19.6842,1.034496894018226
11,226590,18.8378,19.4103,1.030391022306214
11,226592,19.0278,19.6842,1.034496894018226
11,226598,19,19.6316,1.0332421052631577
11,226601,19.4118,19.0526,0.9814957912197737
11,226606,19.1714,18.7949,0.9803613716264853
11,226625,18.9429,19,1.0030143219887133
11,226627,18.5676,19.1795,1.0329552553911114
11,226635,18.4865,19.1282,1.0347118167311282
11,226644,17.6857,17.5833,0.9942100114782
11,226651,17.6571,17.8857,1.012946633365615
11,226654,18.0312,17.2727,0.9579340254669685
11,226675,17.7188,17,0.9594329187078131
11,226686,16.4483,15.5152,0.9432707331456747
11,226750,17.2973,18.8919,1.0921877980956565
11,226754,17.3243,18.9459,1.09360262752319
11,226789,17.5676,19.1622,1.0907693708873152
11,226790,17.5946,19.1892,1.0906300796835393
11,226791,17.6216,19.2703,1.093561311118173
11,226799,17.7568,19.4324,1.094363849342224
11,226800,17.8108,19.4595,1.092567430996923
11,226801,17.8378,19.4865,1.092427317270067
11,226803,17.8919,19.5405,1.0921422543161992
11,226804,18,19.5676,1.0870888888888888
11,226805,18.0811,19.5946,1.0837061904419532
11,226807,18.1351,19.6757,1.084951282319921
11,226808,18.1892,19.7568,1.0861830096980625
11,226813,18.3243,19.4737,1.0627254519954377
11,226816,18.3784,19.5789,1.0653212466808863
11,226826,18.4865,19.2821,1.0430368106456063
11,226836,18.6757,19.3846,1.03795841655199
11,226855,18.7568,19.4359,1.0362055361255653
11,226872,19.3824,19.1622,0.9886391778107974
11,226873,18.8108,19.4359,1.0332309099028218
11,226881,18.7838,19.4103,1.033353208615935
11,229340,11.8889,11.8889,1
11,229372,11.8889,12,1.0093448510795784
11,229616,11.4444,11.5556,1.0097165425885148
11,237241,7.72727,6.375,0.8250002911765734
11,237335,7.57143,6.66667,0.8805034187729398
11,237340,10.125,9.36,0.9244444444444444
11,237341,10.2593,9.72414,0.9478365970387844
11,237373,10.1154,9.57143,0.9462235798880915
11,237377,9.80769,9.53846,0.9725490915801785
11,237378,10.1154,9.53571,0.9426923305059612
11,237381,10.0769,9.21429,0.9143972848792783
11,237382,7.58333,6.05882,0.7989656259189564
11,237383,7.5,6.125,0.8166666666666667
11,262605,6.90909,7.18182,1.0394740841413268
11,262606,7.18182,7.46667,1.0396626481866713
11,262607,7.16667,7.625,1.0639529935102356
11,262609,7.13333,8.0625,1.1302575375035222
11,262622,7.26667,8.125,1.118118753156535
11,262663,7.53846,8,1.0612247063723892
11,262665,7.33333,8.125,1.1079550490704768
11,262706,7.28571,7.93333,1.0888890718955324
11,262709,7.25,7.86667,1.0850579310344828
11,262711,7.36364,7.73333,1.050204790022326
11,262715,6.7,7.57143,1.1300641791044777
11,262717,6.6,7.5,1.1363636363636365
11,262721,6.55556,7.21429,1.1004841691632752
11,262724,6.25,7,1.12
11,262726,6.33333,6.84615,1.0809716215640113
11,262729,6.6,6.61538,1.002330303030303
11,266265,13.8214,14.5769,1.05466161170359
11,266297,13.5714,14.4615,1.0655864538662185
11,266305,13.8214,14.4615,1.0463122404387397
11,266313,13.75,14.4231,1.0489527272727273
11,266325,13.6429,14.3462,1.051550623401183
11,266372,13.3929,14.1154,1.0539464940378858
11,266374,13.3571,14.0385,1.0510140674248152
11,266376,12.6786,13.5385,1.0678229457511084
11,266378,10,13.2857,1.32857
11,266380,9.69565,12.1905,1.2573164254072702
11,266381,7.15385,6.44444,0.9008352146047233
11,266386,7,6.33333,0.9047614285714286
11,266392,6.85714,6.2,0.9041670434029347
11,266397,6.42857,6,0.9333335407407869
11,266437,6.75,6.33333,0.9382711111111112
11,266930,19.3333,14.8462,0.7679082205314146
11,266932,17.7333,15.5556,0.8771971375886045
11,266935,17.8,15.6111,0.8770280898876405
11,266958,18.1333,15.6667,0.8639740146581153
11,266973,18.2,15.7778,0.8669120879120878
11,296655,21.8333,20.2727,0.9285220282779058
11,296656,22.0278,20.4242,0.9272010822687694
11,296674,22.1667,20.4848,0.9241249261279307
11,296683,22.1944,20.4545,0.9216063511516418
11,296749,21.9722,20.303,0.9240312758849819
11,296760,21.8611,20.2121,0.9245692119792691
11,296777,21.8056,20.0303,0.9185851340939943
11,296787,21.7222,20.3438,0.9365441806078575
11,296788,21.6944,20.2812,0.934858765395678
11,296789,21.6389,20.25,0.9358146671041504
11,296793,21.5833,20.125,0.9324338724847451
11,296795,20.88,18.75,0.8979885057471265
11,296949,20.9412,19.8667,0.9486896643936357
11,296950,20.9167,19.8438,0.9487060578389518
11,296951,20.9444,19.9375,0.9519250969232825
11,296957,21,20.0312,0.9538666666666666
11,296959,21.0278,20.0625,0.954094103995663
11,296970,21.3333,20.1875,0.9462905410789704
11,296978,21.4722,20.2188,0.9416268477380054
11,296979,21.5,20.25,0.9418604651162791
11,297003,21.8889,20.625,0.94225840494497215
11,297009,21.9722,20.2121,0.919894229981522
11,297013,22.5143,20.2727,0.9004366113980893
11,297014,22.5429,20.3333,0.9019824423654456
11,318206,16.1429,15.5,0.9601744420147557
11,318207,16.2857,15.6,0.9578955771013835
11,318256,17.3333,14.4,0.8307708284054393
11,318263,16.2857,15.6,0.9578955771013835
11,318279,15,15.5,1.0333333333333334
11,318280,14.8667,19.6364,1.320831119212737
11,318282,10.375,14,1.3493975903614457
11,318745,7.28571,6.66667,0.9150336755100053
11,322875,29.9512,32.4146,1.0822471219850958
11,322890,29.9756,32.4878,1.083808163973365
11,322904,30.0244,32.4878,1.0820466020969612
11,322935,29.9512,32.3659,1.0806211437271296
11,322957,29.8293,32.2439,1.0809472565564728
11,322961,29.7805,32.0976,1.0778059468444117
11,322966,29.6585,32.0488,1.0805940961275857
11,322968,29.6341,32,1.0798370795806183
11,322970,29.6098,32,1.0807232740511588
11,322981,29.5366,31.9756,1.0825755164778614
11,322983,29.5122,31.9512,1.0826437879927624
11,322992,29.3415,31.878,1.0864475231327642
11,322993,28.3,31.7073,1.120399293286219
11,322994,29.4146,31.878,1.0837475267384225
11,323003,29.3171,31.7561,1.0831937674599466
11,323005,29.2927,31.7317,1.0832630655419269
11,323006,29.1463,31.6585,1.086192758600577
11,323007,29.0244,31.5122,1.0857140888356005
11,323009,28.9756,31.439,1.0850163585913666
11,323010,28.878,31.3902,1.0869935591107418
11,323011,28.7561,31.1463,1.0831197554605805
11,323012,28.6098,30.878,1.079280526253242
11,323013,28.3415,30.561,1.0783127216272956
11,323014,28.2927,30.5366,1.0793102107610797
11,323015,28.3333,30.5862,1.0795142111931897
11,323145,28.4146,30.0976,1.0592301140962745
11,323150,28.4146,30.1463,1.060944021735305
11,323152,28.4146,30.2195,1.063520162170152
11,323154,28.4878,30.2439,1.0616439317883444
11,323155,28.5122,30.2683,1.0615911785130576
11,323169,28.561,30.3659,1.063194566016596
11,323175,28.5854,30.5122,1.0674050389359604
11,323178,28.6585,30.5366,1.0655337857878115
11,323183,28.7317,30.6341,1.0662125805295197
11,323185,28.7561,30.6829,1.0670049137400412
11,323186,28.8049,30.7317,1.0668913969498246
11,323187,28.8293,30.8049,1.06852750500359
11,323191,28.9756,30.8537,1.064816604315355
11,323192,29,30.9268,1.0664413793103449
11,323193,29.0732,30.9512,1.0645955725547926
11,323194,29.122,30.9756,1.0636494746239955
11,323196,29.1463,31.0732,1.06611130743868
11,323198,29.1951,31.122,1.066000801504362
11,323199,29.2439,31.2439,1.0683903309750067
11,323200,29.2927,31.2927,1.068276396508345
11,323201,29.3415,31.3171,1.067331254366682
11,323203,29.3902,31.3659,1.0672230879680982
11,323204,29.4146,31.439,1.068822965466129
11,323206,29.439,31.4878,1.0695947552566323
11,323207,29.4878,31.561,1.0703070422344156
11,323209,29.5366,31.6585,1.0718396836467299
11,323211,29.6585,31.7317,1.0699023888598547
11,323212,29.6829,31.8537,1.073133015978897
11,323214,29.7561,31.878,1.0713097482532994
11,323218,29.7805,32.0488,1.0761672906767852
11,323222,29.8293,32.1463,1.0776753058234687
11,323225,29.8537,32.1951,1.0784291394366525
11,323231,29.878,32.2927,1.0808186625610818
11,323232,29.9268,32.3171,1.079871553256613
11,323237,29.9512,32.3415,1.0798064852159515
11,323249,30.0488,32.439,1.0795439418545831
11,354900,19.625,23.7826,1.211852229299363
11,354904,20.3182,24.35,1.1984329320510676
11,354989,20.0455,23.9,1.1922875458332294
11,354991,20,23.85,1.1925000000000001
11,355025,20.1905,23.6,1.1688665461479408
11,355026,19.7273,23.65,1.1988462688761259
11,355040,21.6429,27.75,1.2821756788600418
11,355229,19.4545,23.85,1.2259374437790744
11,355230,19.5455,23.9,1.2227878539817347
11,355234,19.6818,24,1.2194006645733622
11,355313,20.2273,24.4,1.2062905083723483
11,355325,20.0909,24.2,1.20452543191196
11,355327,19.8636,23.95,1.2057230310719103
11,355334,19.6364,23.45,1.1942107514615714
11,355335,19.4545,23.35,1.2002364491505821
11,355337,18.9091,23.25,1.2295667165544633
11,372444,33.6585,32.9756,0.9797109199756378
11,372516,33.6098,32.9268,0.9796785461383287
11,372517,33.5854,32.9024,0.9796637824769097
11,372525,33.3415,32.8293,0.9846377637478818
11,372533,33.122,32.6098,0.9845359579735523
11,372534,33.0488,32.5854,0.9859783108615139
11,372535,32.8537,32.4878,0.9888627460529559
11,372536,29.0789,30.7632,1.0579217233114044
11,372537,32.9512,32.5122,0.9866772682026754
11,372538,32.9268,32.4878,0.9866673955562034
11,372539,24.8571,22.0882,0.8886072792079527
11,372540,24.8857,22.1471,0.8899528644964778
11,372541,32.9024,32.3902,0.9844327465473643
11,372546,32.6829,32.1463,0.983581628313277
11,372547,32.5854,32.0732,0.9842813038968372
11,372548,32.756100000000004,32.1951,0.9828734189967668
11,372549,32.7805,32.2195,0.9828861670810388
11,372557,32.7073,32.1463,0.9828478657669695
11,372559,32.6585,32.122,0.9835724237181745
11,372560,32.6829,32.1463,0.983581628313277
11,372575,32.6585,32.0976,0.9828252981612751
11,372579,32.5854,32.0244,0.9827837006757628
11,372581,32.5122,31.9024,0.9812439638043565
11,372584,31.561,30.9268,0.9799055796711131
11,372585,24.8276,23.5806,0.949773639014645
11,372586,21.8182,23.7917,1.09045200795666
11,372800,21.8333,23.375,1.070612321545529
11,372801,21.9333,22.6129,1.0309848495210479
11,372802,22.0333,22.6774,1.0292330245582821
11,372803,22.2,22.871,1.0302252252252253
11,372804,22.2333,23,1.0344843095716785
11,372805,22.4194,23.303,1.0394122947090467
11,372806,23.5882,23.8235,1.009975326646374
11,372807,24.4412,24.0294,0.9831514000949217
11,372808,28.6154,28.8158,1.0070032220412783
11,372809,31.9024,30.8293,0.9663630322483575
11,372810,31.9756,31.2195,0.9763538448066651
11,372811,32.0976,31.3415,0.9764437216489706
11,372813,32.122,31.6585,0.9855706369466409
11,372814,32.1463,31.7561,0.9878617445864688
11,372815,32.1951,31.8293,0.9886380225562276
11,372817,32.2683,31.9756,0.990929178171766
11,372818,32.4146,32.0488,0.9887149617764834
11,372819,32.439,32.0732,0.9887234501680077
11,372825,32.4634,32.1463,0.9902320767387272
11,372827,32.4878,32.2195,0.9917415152765037
11,372828,32.561,32.2439,0.9902613556094714
11,372829,32.5854,32.2683,0.9902686479220757
11,372830,32.6341,32.3415,0.9910339185085542
11,372831,32.7317,32.3659,0.9888242896030456
11,372839,32.9024,32.3902,0.9844327465473643
11,372843,32.9512,32.4146,0.9837153123406734
11,372844,32.9756,32.3902,0.9822474799548757
11,372845,33,32.439,0.983
11,372846,32.9756,32.4878,0.9852072441441551
11,372847,32.3659,32.5366,1.0052740693136912
11,372851,33.0488,32.561,0.985240008714386
11,372853,33.0732,32.5854,0.9852508980080549
11,372857,33.122,32.6341,0.9852696093231084
11,372862,33.122,32.6341,0.9852696093231084
11,372863,33.1707,32.6829,0.9852942506489161
11,372864,33.2439,32.7317,0.9845926621124477
11,372872,33.3171,32.7073,0.9816970864811161
11,372890,33.439,32.6829,0.9773886778910852
11,372892,33.4634,32.7317,0.9781343198838133
11,372895,27.1579,30.2432,1.113605985735274
11,372896,30.2368,31.3158,1.0356849931209653
11,372897,32.9024,32.375,0.9839707741684497
11,372898,33.561,32.8537,0.9789249426417569
11,372923,33.4878,32.8537,0.9810647459671882
11,372924,33.4146,32.8293,0.9824837047278735
11,372927,33.3902,32.756100000000004,0.9810093979670683
11,372928,33.2195,32.6829,0.983846836948178
11,372929,33.0488,32.6098,0.9867166130086418
11,372931,32.878,32.561,0.9903582943001399
11,372932,32.8049,32.1707,0.9806675222299106
11,372933,23.2,24.4194,1.0525603448275862
11,392945,23.225,27.5526,1.1863336921420882
11,392953,23.25,27.5789,1.186189247311828
11,393024,23.075,27.4474,1.189486457204767
11,393031,23.05,27.4211,1.1896355748373102
11,393033,23.025,27.3947,1.1897806731813247
11,393034,23,27.3684,1.1899304347826087
11,393039,22.75,27.3158,1.2006945054945055
11,393040,22.5263,26.9737,1.1974314467977432
11,393043,22.675,27.0789,1.194218302094818
11,393044,22.65,27.0526,1.19437527593819
11,393045,22.625,27.0789,1.1968574585635359
11,393050,22.55,27.0263,1.1985055432372504
11,393062,22.475,26.8684,1.1954794215795328
11,393070,22.45,26.6842,1.1886057906458798
11,393078,22.35,26.7895,1.1986353467561521
11,393081,21.975,26.6316,1.2119044368600682
11,393083,21.825,26.5,1.2142038946162659
11,393163,27.7407,31.3448,1.1299210185755946
11,393164,22.6579,26.7568,1.1809037907308266
11,393168,22.7368,26.8378,1.180368389571092
11,393197,22.8421,26.973,1.1808458942041231
11,393198,22.8684,27.0541,1.183034230641409
11,393200,22.9474,27.0811,1.180138054855888
11,393204,23.1316,27.1622,1.1742464853274308
11,393205,23.1579,27.1892,1.1740788240729945
11,393208,23.2368,26.6579,1.1472276733457276
11,393213,23.2632,26.8947,1.156104921077066
11,393217,23.4211,26.9737,1.1516837381677207
11,393218,23.4737,27,1.150223441553739
11,393221,23.5263,27.1053,1.1521276188775966
11,393222,23.0769,27.1579,1.1768435101768437
11,393223,23.1538,27.2105,1.175206661541518
11,393226,23.1795,27.2632,1.176177225565694
11,393228,23.2821,27.3421,1.1743828950137658
11,393229,23.4359,27.3947,1.1689203316279724
11,393231,23.4872,27.4211,1.167491229265302
11,393245,23.5897,27.5526,1.1679928104214976
11,393249,23.6154,27.6316,1.1700669901843712
11,408407,6.125,7.33333,1.1972783673469387
11,408536,6.2,7.07692,1.1414387096774194
11,408538,8.90625,9.46667,1.062924350877193
11,408547,8.26923,9.36364,1.1323472681253273
11,408548,6.08333,7.25,1.1917814749487534
11,408644,6,7.45455,1.2424250000000001
11,426526,7.75,13.8,1.7806451612903227
11,426527,15.7931,17.5161,1.1090982770956936
11,426595,15.7241,17.5806,1.1180671707760699
11,426602,8.36364,13,1.5543471502838477
11,439520,6.30769,6.5,1.0304881818859202
11,439530,9.73913,9.04,0.9282143271524252
11,439661,6.76923,6.55556,0.9684351100494443
11,439666,6.38462,6.63636,1.0394291281235217
11,439667,9.3913,8.34615,0.8887108281068649
11,439671,8.57143,6.25,0.7291665451389092
11,439672,8.42857,6.125,0.7266950384228879
11,439673,12.25,8.5,0.6938775510204082
11,439674,10.7059,8.95,0.8359876329874181
11,439736,10.8824,8.9,0.8178343012570757
11,439754,10.8235,8.75,0.8084261098535594
11,439808,8.42857,6.28571,0.7457623297902253
11,460389,9,11.7778,1.3086444444444443
11,460390,17.1379,19.2143,1.121158368294832
11,460392,17.2759,19.25,1.1142690105870028
11,460393,17.3103,19.4643,1.1244345851891648
11,460475,17.2069,19.25,1.1187372507540578
11,460477,6.625,10.6,1.5999999999999999
11,474707,12.697,14.6333,1.1525005906907144
11,474737,12.6667,14.5667,1.1499996052641968
11,474738,12.697,14.6667,1.155131133338584
11,474767,12.871,15.6296,1.2143267811358869
11,474770,12.697,14.6667,1.155131133338584
11,474775,12.871,15.6296,1.2143267811358869
11,474776,12.697,14.7,1.1577538001102623
11,474798,12.7273,14.6667,1.1523811020404957
11,474844,12.5152,14.3333,1.1452713500383533
11,474845,12.4545,14.2667,1.145505640531535
11,474847,13.1818,14.2,1.0772428651625725
11,475087,12.6364,14.8,1.1712196511664714
11,475140,12.8182,15,1.1702111060835376
11,475224,13.8485,16.625,1.2004910279091598
11,488167,6.21429,5.7,0.9172407467305195
11,488217,6.36364,5.875,0.9232137581635668
11,488220,6.14286,5.55556,0.9043930677241545
11,488252,5.81818,5.5,0.9453127954102486
11,488254,5.54545,5.57143,1.0046849218728868
11,488332,5.4,5.4,1
11,488333,5.38462,5.42857,1.0081621358610264
11,488336,5.71429,5.5,0.9624992781255414
11,488356,5.14286,5.33333,1.0370358127578818
11,488364,6,5.5,0.9166666666666666
11,488394,6.14286,5.6,0.9116274829639613
11,492300,12.6522,13.3333,1.0538325350531923
11,492354,6.77778,9.6,1.4163929782318103
11,501626,5.66667,5.85714,1.0336123331692157
11,501718,6.125,7,1.1428571428571428
11,501719,9,7.66667,0.8518522222222222
11,501721,8.22222,8.7647099999999991,1.065978531345549
11,501767,5.57143,7.16667,1.2863250547884475
11,506416,16.2143,20.5625,1.2681706888363973
11,506468,16,20.0625,1.25390625
11,506469,16.1429,20.25,1.2544214484386325
11,506556,15.7143,19.375,1.2329534245877958
11,506667,14.0714,18.875,1.341373281976207
11,506705,14.3571,19.25,1.3408000222886236
11,506707,14.4286,19.3125,1.338487448539706
11,506714,14.7857,19.3125,1.3061606822808525
11,506740,15.0714,19.8125,1.3145759518027522
11,506770,15.4286,19.75,1.2800902220551444
11,506771,15.5,19.8125,1.278225806451613
11,506773,16.0714,20.1875,1.2561133442015007
11,530653,19.9211,22.6316,1.1360617636576293
11,530676,19.7895,22.5789,1.1409535359660425
11,530677,19.8158,22.6053,1.1407715055662653
11,530710,19.6316,22.5,1.1461113714623363
11,530714,19.8158,22.6053,1.1407715055662653
11,530725,20.1622,22.5789,1.1198629117854204
11,530732,20,22.5263,1.126315
11,530738,19.9189,22.4474,1.1269397406483288
11,530747,19.8108,22.2895,1.1251186221656875
11,530756,19.6757,22.2368,1.1301656357842416
11,530758,19.6216,22.1579,1.1292606107554939
11,530759,19.5946,22.6216,1.1544813366948037
11,530783,19.4054,22.3784,1.1532047780514703
11,530791,18.6757,21.6216,1.1577397366631506
11,530793,18.6486,21.5676,1.1565264952865095
11,530856,20.2121,21.4722,1.0623438435392663
11,530861,20.6061,21.6111,1.048771965583007
11,530865,20.6364,21.75,1.0539629005059024
11,530866,20.7576,21.7778,1.049148263768451
11,530869,20.7879,21.8333,1.0502888699676254
11,530870,20.8182,21.8889,1.0514309594489437
11,530881,20.8485,21.9722,1.0538983619924696
11,530887,20.9091,22.0833,1.0561573668881015
11,530894,21.0303,22.3333,1.061958222184182
11,530895,20.5588,22.3611,1.0876656225071502
11,530897,20.7353,22.4167,1.0810887713223343
11,530899,20.7941,22.4444,1.0793638580174185
11,530901,19.9722,22.5833,1.1307367240464246
11,530904,20.0278,22.1892,1.107919991212215
11,530908,19.6486,22.3243,1.1361776411550952
11,530909,19.6757,22.3514,1.135990079133144
11,530910,19.7027,22.3784,1.1358037223324722
11,530911,19.7568,22.4054,1.1340601716877228
11,530913,19.9189,21.9737,1.1031583069346198
11,530916,19.973,22.1053,1.1067591248185051
11,530917,20,22.1316,1.10658
11,530919,20.027,22.1316,1.1050881310231186
11,530936,19.7105,22.3947,1.1361812232059054
11,530937,19.7368,22.4474,1.1373373596530338
11,530976,19.8158,22.6579,1.1434259530273823
11,545549,78.4146,87.512200000000007,1.11601921070821
11,545576,78.3171,87.4878,1.117097032448852
11,545578,78.3659,87.6829,1.1188909972322145
11,545579,78.3902,87.7073,1.118855418151759
11,545584,78.3171,87.7561,1.1205228487775978
11,545585,78.3659,87.7805,1.1201364368941085
11,545587,78.439,87.8049,1.119403612998636
11,545611,78.2927,87.6341,1.1193138057571141
11,545612,78.2683,87.6098,1.1193522792752624
11,545619,78.2195,87.4878,1.118490913391162
11,545622,78.1707,87.4634,1.1188770216973878
11,545624,78.0732,87.439,1.119961779458252
11,545625,78.0488,87.4146,1.1199992825001792
11,545630,78,87.3171,1.11945
11,545633,77.9756,87.2195,1.118548622902549
11,545635,77.878,87.1707,1.1193238141708826
11,545639,77.8049,87.0976,1.1194359224161974
11,545642,77.7805,87,1.1185322799416306
11,545643,77.7317,86.9756,1.1189205948152425
11,545644,77.6829,86.9268,1.1189953001239654
11,545646,77.6585,86.8537,1.1184055834197157
11,545648,77.5854,86.7317,1.1178868704678973
11,545649,77.561,86.6098,1.116666881551295
